name,circle_code,circle_cut,day,sells_commision,sells_comic,sells_artbook,sells_photobook_general,sells_novel,sells_game,sells_music,sells_goods,sells_handmade_crafts,sells_magazine,sells_photobook_cosplay,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,marketplace_link,fandom,other_fandom,rating,sampleworks_images
Cirambray,F-20ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/cirambray.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/cirambray/,,,,"Game, Mecha, Anime","Anime, Genshin, Gundam, Chainsaw Man, Hololive, Holostars, Palworld",GA,
AADC (Ada Ayangmu Disini Cihuy),F-21ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/aadc.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/circleaadc/,https://twitter.com/circleaadc,,,Tekken,"Persona, Lookism, Call of Duty, Mortal Kombat, Valo, Spiderverse, Reverse 1999, Jujutsu Kaisen, Milkman, Dead Plate, Original, Adventure Time, Sailor Moon, New Jeans, Tokyo Mew Mew, Madoka Magica, Haikyuu, Genshin, HSR",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/644853ba-3b6b-4947-941d-571c06984815/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/6c49be04-457e-44c3-8bd5-ec4b4e40dcea/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/e37654dc-69d4-479d-9102-d0cca106350b/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/f74757f4-08f3-41b8-a911-4381c0cf334c/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/d3889be7-c910-4071-89d2-ec0757a85a50/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/078227ab-1371-42cd-802b-32134665c243/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/f91ca165-944d-40f9-8942-82ba46d17941/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/509533a9-1f18-4624-af77-cddf116c1adb/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/5ad8ba3b-f0a5-4dab-ae0b-ff26475c43f8/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/6073d152-0355-4575-8bf7-af9c461ca459/F-21ab.png']"
Niffler Ngepet,F-22ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/Niffler_Ngepet.jpg,Both Days,False,False,True,False,False,False,False,True,True,True,False,,,,,,"Harry Potter francies( hogwarts legacy, magic akawend, film/novel )","Original, Genshi impact, Hololive,",PG,
nyamcattt,F-23a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nyamcatt.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,,https://twitter.com/nyamcattt,,,Persona series,"Overwatch, Honkai Star Rail, Skullgirls, Pokemon",PG,
Issa Atelier,F-23b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/circle_cut_blank.jpg,Both Days,True,True,False,False,True,False,False,True,False,False,False,,issa.atelier,,,,Persona,"Boku no Hero Academia, VTubers",PG,
evortni,F-24ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/evortni.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/lupicut/,,,,Persona,"Original (Blood Ink), Jujutsu Kaisen, One Piece, Genshin Impact, Honkai Star Rail, Tokyo Revenger, Dungeon Meshi, Frieren, Blue Lock",PG,
Amiguruku,F-25ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/amiguruku.jpg,Both Days,False,False,False,False,False,False,False,False,True,False,False,,https://www.instagram.com/amiguruku,,,,Pokemon,"Ghibli, Disney, spy x family, demon hunter, sanrio",GA,
Arc Turia,F-26ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/arc_turia.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/thestickerseeker/,,,,Pokemon,"Ghibli, Genshin, Valorant, Mobile Legends, Disney and some animes",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/3a890488-0f5b-4b94-b5af-c738de37b124/F-26ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/da20dcf1-a318-42f4-9544-2dcf5595758c/F-26ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/cbacb0b1-515c-41e6-8734-276a15a724c6/F-26ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/585adb34-cf92-4b8c-832c-666a5eb40ba7/F-26ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/a48abcf0-c19a-4ced-879c-11c3d93dd420/F-26ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/d116d873-330f-4ca6-acf8-9a50868ebb71/F-26ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/ac792673-5b65-49bf-80be-57faefd6ee71/F-26ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/21de43a3-07dc-4d01-b8f1-afdafb84b812/F-26ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d0122576-5ef5-4210-85d1-dda7938159ef/b37a044b-2f41-41d6-ae1e-f1e72c3cfb7f/F-26ab.jpg']"
Kiibete,F-27ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kiibete.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/profile.php?id=100068853152895,https://www.instagram.com/kiibete/,,,,pokemon,"digimon, yugioh, junji ito, card captor sakura, original art",GA,
Djompos,F-28a (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/djompos.jpg,SAT,True,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/diagaruna?igsh=eXp2Yzh3Nzhsam5o&utm_source=qr,https://x.com/diagaruna?s=21&t=YRvEjdOoufZnF3-_LyocQw,,,love and deepspace,"onmyouji, arknights, pokemon",GA,
Circle Kotak,F-28ab (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/circle_kotak.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/katismm/,https://twitter.com/katismm,,,Video Game,"Valorant, Persona, Sanrio, Scott Pilgrim, Elden Ring, Project Sekai, Five Nights at Freddy, The Legend of Zelda: Tears of The Kingdom, Oppenheimer",GA,
Nakes Bubub,F-28b (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nakes_bubub.jpg,SAT,True,False,False,False,False,False,False,True,False,False,False,https://www.instagram.com/nakes.bubub?igsh=MWs1OWt6MGd4aGhzNw==,https://www.instagram.com/nakes.bubub?igsh=MWs1OWt6MGd4aGhzNw==,https://x.com/scarapusi?s=21&t=-ebiOsVXtN2ifEj7OzN-9w,,,Love and Deepspace,"Honkai star rail, Call of Duty",PG,
cowvamps,F-29a (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/cowvamps.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/rei.venn.355?mibextid=JRoKGi,https://www.instagram.com/p0mpoen/,https://twitter.com/p0mpoen,https://www.instagram.com/maocrumbs?igsh=MW4yOWFqdnJnMGx4bw==,,cookie run,"genshin impact, Scott pilgrim, Cookie run, The last of us 2, dorohedoro, Fear and Hunger termina",PG,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/c03de319-ba97-4efd-9f1f-b8bc8550c6d6/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/a84bfbd9-62e4-4ab7-ae3f-1f755d927c57/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/51e0c1da-adc4-49e4-83dd-f94971af5da4/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/e7fae815-8709-443b-886f-048368204b80/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/231cc3e1-08f2-4a5a-9350-576c4a7ce018/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/a9903602-033a-4e7a-8d91-c25c40149cf4/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/e22b4037-d891-42ef-9204-6487850d4cb1/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/07c78c60-1aaa-4c5c-9cc9-c24a19addb2d/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/eb5b5a88-ab62-49c9-9b76-492f0f8e1cb6/F-29a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/a6189172-55ef-4834-ba8c-7f2f5ef7d258/8358a124-0263-4f17-8ffa-129477f4ad2a/F-29a (SUN).png']"
nekoshi,F-29ab (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nekoshi.jpg,SAT,False,False,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/sachikurii/,https://twitter.com/sachikurii,,,Ensemble Stars,"Project Sekai, Twisted Wonderland, Love and Deepspace, Genshin Impact, Blue Lock, Katekyo Hitman Reborn, ONE OK ROCK, Original",GA,
Wawan Hilang di Detroit,F-29b (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/wawan_hilang.jpg,SUN,True,True,True,False,False,False,False,True,True,False,False,,,https://twitter.com/luniharen/,,,Detroit Become Human,Lost in the cloud,PG,
SEKTE YNDOMY,F-30a (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/sekte_yndomi.jpg,SUN,False,False,False,False,False,False,False,True,True,False,False,,,https://twitter.com/saviotrin,,,Persona Series (mainly 3),"Genshin Impact, New Jeans, Original Works, Granblue Fantasy",PG,
Lyn & Pich,F-30ab (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/lyn_and_pich.jpg,SAT,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/lyneart18/,https://twitter.com/pichiruu?lang=en,,,Ensemble Stars,"Nu: Carnival, Genshin Impact, Honkai Star Rail",GA,
KiraKira Sultan Khilaf,F-31a (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kira_kira.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,https://facebook.com/laurensiajesika,https://instagram.com/jesika_ichi,https://twitter.com/PaiWen5,,,Pokemon,"Final Fantasy, Palworld, Digimon",GA,
tofudoodlevan,F-31ab (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/tofudoodlevan.jpg,SAT,False,False,False,False,False,False,False,True,False,False,False,,tofudoodlevan,,,,Pokemon,"Attack on Titan, Pokemon, Marvel, Haikyuu, Kingdom Hearts, Digimon, BTS, Sailor Moon, Card Captor Sakura, Harry Potter, mob psycho, Hero academia, Star wars, Ghibli, animal crossing, genshin impact",GA,
wosobek,F-31b (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/wosobek.jpg,SUN,False,True,False,False,False,False,False,True,False,False,False,,,https://twitter.com/freezerkulkas,,,Danganronpa,"Original, Arknights, Genshin",M,
Tripledot Studio,F-32ab/F-33ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/tripledot_studio.jpg,Both Days,True,True,True,False,False,False,False,True,False,False,False,,https://instagram.com/wynsfield,,,,Pokemon,"Genshin Impact, Mobile Legend, Gintama, Elden Ring, Kamen Rider, Rurouni Kenshin, Hunter x Hunter, Slam Dunk",GA,
Kurifuto x YossiAdrian,F-34a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kurifuto.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/kurifuto_,,,,Pokemon,"Ghibli, Various Anime, Star Wars, and Original Artworks",PG,[]
San 3 Trio Official,F-34b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/san3trio.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,,https://www.instagram.com/santrio3official?igsh=Y2hwNzJiYmhham1h,,,,Pokemon,"ORV, Genshin, project sekai, hololive",PG,
Sanditio Jitok,F-35a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/sanditio.jpg,Both Days,False,True,False,False,False,True,False,True,False,False,False,,https://www.instagram.com/sanditio_jitok/,https://twitter.com/sanditio_jitok,,,Pokemon,Upin & Ipin,GA,
Bambinarisa,F-35b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/bambinarisa.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/bambinarisa?igsh=MTMxdWhpam1oY2R6bQ==,,,,Animal crossing,"Tamagotchi, Ghibli, Animal Crossing, Zelda, Anpanman",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/813f1915-b824-47ed-9451-11ec6609ffe4/9c5250ec-a6f6-4afb-ab71-4783c85fccfd/F-35b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/813f1915-b824-47ed-9451-11ec6609ffe4/2c11b0b0-4a25-4e47-9afb-899863021ca4/F-35b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/813f1915-b824-47ed-9451-11ec6609ffe4/b54242f6-89b4-4538-bc50-11f9f2e5ba5d/F-35b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/813f1915-b824-47ed-9451-11ec6609ffe4/6b846069-f13c-4691-b30a-3b1daa8846c2/F-35b.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/813f1915-b824-47ed-9451-11ec6609ffe4/2497b335-22b4-48e9-9e55-fdfa826a1af4/F-35b.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/813f1915-b824-47ed-9451-11ec6609ffe4/8f55b7a2-1774-46ce-9319-ccc95a10be4e/F-35b.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/813f1915-b824-47ed-9451-11ec6609ffe4/e9c65952-def7-4032-8e72-2afdb1e52992/F-35b.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/813f1915-b824-47ed-9451-11ec6609ffe4/3cef8c79-3238-4089-a1c1-895e142c0170/F-35b.jpg']"
Lunaquête,F-36ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/lunaquete.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/lunaquete,https://twitter.com/lunaquete,,,Animal Crossing,"Pokemon, Animes",GA,
Jompo Kekar,F-37a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/jompo_kekar.jpg,Both Days,True,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/jompokekar,,,,Fear & Hunger 2: Termina,"Obey Me, Genshin Impact, Project Sekai, Jojo's Bizarre Adventure, Dungeon Meshi, Hikaru ga Shinda Natsu, Hazbin Hotel, Golden Kamuy, Hannibal",PG,
Attempts Studio,F-37b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/attempts_studio.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/attempts.studio?igsh=bXNnYjRwMW9yNXhw&utm_source=qr,,,,"Batman, frieren, pixar","sesame street, tamagotchi, powerpuff girls",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/316ac069-dff1-4720-83ba-e4801722a08e/7dd18adc-4059-4f64-b227-96e445b7e924/F-37b.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/316ac069-dff1-4720-83ba-e4801722a08e/52af0f1f-4332-4c1d-9aa9-775c916271d3/F-37b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/316ac069-dff1-4720-83ba-e4801722a08e/e14ad796-0004-4f3f-bbd8-94bdabf98a78/F-37b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/316ac069-dff1-4720-83ba-e4801722a08e/b9fa96b6-634d-40a0-807b-9ec774313420/F-37b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/316ac069-dff1-4720-83ba-e4801722a08e/e72f7a53-c38f-4f02-8a99-ac096c1ba633/F-37b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/316ac069-dff1-4720-83ba-e4801722a08e/9139f699-9c28-4ad9-9bb2-49110d777ff2/F-37b.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/316ac069-dff1-4720-83ba-e4801722a08e/d6f1f84e-7698-4ed1-ad81-d8c51a418971/F-37b.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/316ac069-dff1-4720-83ba-e4801722a08e/97bf11aa-c8c3-4781-9ac8-1ad52466b5a9/F-37b.jpeg']"
Chester Charlie & Friends,F-38a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/charlie_chester.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,,,,,Marvel,"superhero, genshin, fnb parody",GA,
Reinoir’s Circling Head,F-38b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/reinoir's_circling_head.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/reinoirr/,https://twitter.com/reinoirr,,,Marvel (Spider-Verse),"Bocchi! The Rock, Vocaloid, DC, X-Men",GA,
Penunggu Gaji,F-39ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/penunggu_gaji.jpg,Both Days,True,True,False,False,False,False,False,True,True,False,False,,,,,,DC,"JJBA, original, trigun, jjk, vocaloid, slow damage, dmmd, black butler",PG,
Netoha Productions,F-40ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/netoha.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/netohaproductions?igsh=MXFtbDAyMnZhOWg0MA==,,,,Elden ring,"Genshin Impact,Persona,The Owl House,Everything Everywhere All At Once,Honkai Star Rail,Jujutsu Kaisen,Dark Souls ,Dungeon Meshi,Fear and Hunger,Hades,Trigun,Bloodborne",PG,
